turma,periodo,professor,horario,vagas_ocupadas,total_vagas,local,cod_disciplina,cod_depto
1,2023.1,ALEXANDRE KEPLER SOARES,35T23,15,30.0,SG-12/AT-35/14,ENC0169,437
1,2023.1,NEWTON MOREIRA DE SOUZA,35T6  35N1,1,15.0,ULEG/SALA 02,ENC0174,437
1,2023.1,NEWTON MOREIRA DE SOUZA,35T23,9,40.0,SG-12/AT-42/15,ENC0183,437
1,2023.1,EDUARDO MONTOYA BOTERO,35T23,9,40.0,SG-12/AT-42/15,ENC0183,437
1,2023.1,RENATO PINTO DA CUNHA,35M34,6,20.0,SG-12/AT-35/14,ENC0188,437
1,2023.1,MICHELLE ANDRADE,35M34,14,20.0,SG-12/MINI AUDITÓRIO,ENC0199,437
2,2023.1,MICHELLE ANDRADE,24T45,20,21.0,SG-12/MINI AUDITÓRIO,ENC0199,437
1,2023.1,JOSE MATSUO SHIMOISHI,35T6  35N1,12,30.0,FT/ENC/CT-52/15,ENC0200,437
1,2023.1,PAULO CESAR MARQUES DA SILVA,35M34,19,20.0,FT/ENC/CT-75/15,ENC0202,437
1,2023.1,FABIANA SERRA DE ARRUDA,24T23,14,21.0,ULEG/SALA DE METODOLOGIAS ATIVAS,ENC0203,437
2,2023.1,PASTOR WILLY GONZALES TACO,35T45,16,20.0,SG-12/MINI AUDITÓRIO,ENC0203,437
1,2023.1,LUIZ GUILHERME RODRIGUES DE MELLO,24M12,10,20.0,SG-12/MINI AUDITÓRIO,ENC0206,437
1,2023.1,FABIANA SERRA DE ARRUDA,35T23,21,30.0,FT/ENC/CT-16/15,ENC0207,437
1,2023.1,ADELAYDA PALLAVICINI FONSECA,35M12,8,30.0,SG-12/AT-35/14,ENC0218,437
1,2023.1,FABIO ZANCHETTA,35M34,9,30.0,FT/ENC/CT-52/15,ENC0225,437
1,2023.1,OTAVIO HENRIQUE DA SILVA,24M34,8,20.0,SG-12/MINI AUDITÓRIO,ENC0226,437
1,2023.1,OTAVIO HENRIQUE DA SILVA,35T45,8,30.0,FT/ENC/CT-34/15,ENC0227,437
1,2023.1,ELTON BAUER,24T45,42,45.0,SG-12/AT-42/15,ENC0229,437
1,2023.1,JOAO HENRIQUE DA SILVA REGO,4T23,21,23.0,SG-12/LEM,ENC0230,437
2,2023.1,CLAUDIA MARCIA COUTINHO GURJAO,2T23,23,23.0,SG-12/LEM,ENC0230,437
1,2023.1,MANOEL PORFIRIO CORDAO NETO,35T45,27,27.0,FT/ENC/CT-16/15,ENC0235,437
2,2023.1,ANDRE LUIS BRASIL CAVALCANTE,35M12,24,25.0,FT/ENC/CT-52/15,ENC0235,437
1,2023.1,MICHELE DAL TOE CASAGRANDE,3T45,20,20.0,SG-12/AT-42/15,ENC0238,437
1,2023.1,MANOEL PORFIRIO CORDAO NETO,24T45,12,25.0,FT/ENC/CT-34/15,ENC0239,437
1,2023.1,JUAN FELIX RODRIGUEZ REBOLLEDO,2T23,7,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
2,2023.1,MICHELE DAL TOE CASAGRANDE,4T23,11,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
3,2023.1,GREGORIO LUIS SILVA ARAUJO,4M12,11,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
4,2023.1,ANDREA CARDONA PÉREZ,4M34,10,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
5,2023.1,ANDREA CARDONA PÉREZ,2M34,9,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
6,2023.1,JUAN FELIX RODRIGUEZ REBOLLEDO,2T45,5,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
7,2023.1,MICHELE DAL TOE CASAGRANDE,4T45,10,10.0,SG-12/LAB DE GEOTECNIA,ENC0240,437
1,2023.1,EDUARDO MONTOYA BOTERO,24M34,20,30.0,SG-12/AT-26/14,ENC0241,437
2,2023.1,RAFAEL CERQUEIRA SILVA,35M12,26,30.0,FT/ENC/CT-16/15,ENC0241,437
3,2023.1,ANDREA CARDONA PÉREZ,35M34,14,30.0,"Prédio da Eng. Florestal - 1º andar, sala A2",ENC0241,437
1,2023.1,GILBERTO GOMES,2M12,43,45.0,FT/ENC/CT-52/15,ENC0246,437
1,2023.1,Leonardo Zandonadi Moura,35M34,12,30.0,FT/ENC/CT-25/15,ENC0251,437
2,2023.1,ARTHUR TAVARES SCHLEICHER,35M12,24,30.0,FT/ENC/CT-25/15,ENC0251,437
1,2023.1,Leonardo Zandonadi Moura,4T45,6,6.0,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
2,2023.1,ARTHUR TAVARES SCHLEICHER,2M34,10,6.0,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
3,2023.1,ARTHUR TAVARES SCHLEICHER,2M12,7,7.0,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
4,2023.1,Leonardo Zandonadi Moura,4T23,5,6.0,FT/BL F/LAB DE HIDRÁULICA,ENC0252,437
1,2023.1,VALDIRENE MARIA SILVA CAPUZZO,35M34,33,40.0,SG-12/LEM,ENC0254,437
1,2023.1,JOAO HENRIQUE DA SILVA REGO,5M12,15,22.0,SG-12/LEM,ENC0255,437
2,2023.1,VALDIRENE MARIA SILVA CAPUZZO,3M12,20,22.0,SG-12/LEM,ENC0255,437
1,2023.1,YOVANKA PEREZ GINORIS,4T23,42,42.0,FT/ENC/CT-43/15,ENC0263,437
1,2023.1,JOSE MATSUO SHIMOISHI,35T45,2,40.0,FT/ENC/CT-52/15,ENC0264,437
1,2023.1,CARLOS HENRIQUE RIBEIRO LIMA,24M12,11,40.0,SG-12/AT-42/15,ENC0266,437
1,2023.1,ELEUDO ESTEVES DE ARAUJO SILVA JUNIOR,35T45,15,36.0,ULEG/SALA 01,ENC0267,437
1,2023.1,CLAUDIO HENRIQUE DE ALMEIDA FEITOSA PEREIRA,35T23,30,45.0,FT/ENC/AUDITÓRIO,ENC0268,437
1,2023.1,JOAO HENRIQUE DA SILVA REGO,35T23,30,45.0,FT/ENC/AUDITÓRIO,ENC0268,437
1,2023.1,RAQUEL MORAES SOARES,2T23,25,40.0,FT/ENC/CT-34/15,ENC0269,437
1,2023.1,RAQUEL MORAES SOARES,3T23,9,10.0,SG-12/LSA,ENC0270,437
2,2023.1,RAQUEL MORAES SOARES,3M34,9,10.0,SG-12/LSA,ENC0270,437
3,2023.1,RAQUEL MORAES SOARES,3T45,9,10.0,SG-12/LSA,ENC0270,437
1,2023.1,JESSICA SIQUEIRA DE SOUZA,3N34,27,40.0,SG-12/AT-42/15,ENC0271,437
1,2023.1,ARIUSKA KARLA BARBOSA AMORIM,4T23,28,40.0,FT/ENC/CT-34/15,ENC0272,437
1,2023.1,YOVANKA PEREZ GINORIS,5T23,10,10.0,SG-12/LSA,ENC0273,437
1,2023.1,CRISTINA CELIA SILVEIRA BRANDAO,5T23,10,10.0,SG-12/LSA,ENC0273,437
2,2023.1,CRISTINA CELIA SILVEIRA BRANDAO,5M12,8,10.0,SG-12/LSA,ENC0273,437
2,2023.1,YOVANKA PEREZ GINORIS,5M12,8,10.0,SG-12/LSA,ENC0273,437
3,2023.1,CRISTINA CELIA SILVEIRA BRANDAO,5M34,9,10.0,SG-12/LSA,ENC0273,437
3,2023.1,YOVANKA PEREZ GINORIS,5M34,9,10.0,SG-12/LSA,ENC0273,437
1,2023.1,CARLOS HENRIQUE RIBEIRO LIMA,24T23,25,40.0,SG-12/AT-42/15,ENC0274,437
1,2023.1,RAUL DARIO DURAND FARFAN,356M34,14,30.0,FT/ENC/CT-34/15 E ULEG SALA 03,ENC0275,437
1,2023.1,JESSICA SIQUEIRA DE SOUZA,5N12,19,20.0,SG-12/LEM,ENC0276,437
2,2023.1,JESSICA SIQUEIRA DE SOUZA,5N34,2,10.0,SG-12/LEM,ENC0276,437
1,2023.1,JESSICA SIQUEIRA DE SOUZA,3N12,18,40.0,SG-12/AT-42/15,ENC0277,437
1,2023.1,FRANCISCO JAVIER CONTRERAS PINEDA,4T45,1,30.0,FT/ENC/CT-75/15,ENC0281,437
1,2023.1,CONCEICAO DE MARIA ALBUQUERQUE ALVES,4M12,6,30.0,FT/ENC/CT-52/15,ENC0282,437
1,2023.1,SERGIO RONALDO GRANEMANN,4N12,19,25.0,ENM 25/15,EPR0001,760
2,2023.1,SERGIO RONALDO GRANEMANN,4N34,20,25.0,ENM 25/15,EPR0001,760
3,2023.1,CLOVIS NEUMANN,4N12,0,1.0,ENM 25/15,EPR0001,760
4,2023.1,CLOVIS NEUMANN,4N34,0,1.0,ENM 25/15,EPR0001,760
1,2023.1,MARTHA MARIA VERAS OLIVEIRA CAVALCANTE RODRIGUES,2N1234,50,51.0,ULEG - Sala 5,EPR0002,760
1,2023.1,CLOVIS NEUMANN,2N1234,50,51.0,ULEG - Sala 5,EPR0002,760
1,2023.1,REINALDO CRISPINIANO GARCIA,35N12,38,50.0,ENM 52/15,EPR0004,760
1,2023.1,JOAO CARLOS FELIX SOUZA,24N34,19,40.0,ENM 16/15,EPR0005,760
1,2023.1,PAULO CELSO DOS REIS GOMES,35N34,45,50.0,ENM 11/15,EPR0006,760
1,2023.1,SIMONE BORGES SIMAO,3N34,37,50.0,ULEG - Metodologias Ativas,EPR0007,760
1,2023.1,ANDREA CRISTINA DOS SANTOS,2N34,22,25.0,ULEG - Metodologias Ativas,EPR0008,760
2,2023.1,ANDREA CRISTINA DOS SANTOS,4N34,11,25.0,ULEG - Metodologias Ativas,EPR0008,760
1,2023.1,ANNIBAL AFFONSO NETO,3N34,30,40.0,DT 43/15 (ENM),EPR0009,760
1,2023.1,MARIA GABRIELA MENDONCA PEIXOTO,35N12,38,40.0,Terça:ENM 16/15/Quinta:ULEG - Sala 4,EPR0012,760
1,2023.1,ANDREA CRISTINA DOS SANTOS,24N12,33,50.0,ULEG - Metodologias Ativas,EPR0013,760
1,2023.1,ANDRE LUIZ MARQUES SERRANO,24N34,21,30.0,ENM 34/15,EPR0014,760
1,2023.1,ARI MELO MARIANO,3N1234,34,50.0,ENM 34/15,EPR0019,760
1,2023.1,MARCIA TEREZINHA LONGEN ZINDEL,3N1234,27,40.0,DT - 25/15 (ENM),EPR0021,760
1,2023.1,ANDRE LUIZ MARQUES SERRANO,24N12,21,30.0,ENM 34/15,EPR0022,760
1,2023.1,MARIA GABRIELA MENDONCA PEIXOTO,35N34,24,30.0,Terça:ENM 43/15/Quinta:ULEG - Sala 4,EPR0029,760
1,2023.1,SIMONE BORGES SIMAO,35N12,36,40.0,ULEG - Metodologias Ativas,EPR0030,760
1,2023.1,SANDERSON CESAR MACEDO BARBALHO,2N1234,22,22.0,ENM 11/15,EPR0035,760
1,2023.1,ARI MELO MARIANO,4N12,16,50.0,ENM 11/15,EPR0039,760
1,2023.1,CLOVIS NEUMANN,4T45,11,30.0,ENC 16/15,EPR0049,760
1,2023.1,SIMONE BORGES SIMAO,5N34,16,16.0,ULEG - Metodologias Ativas,EPR0051,760
2,2023.1,EDGARD COSTA OLIVEIRA,5N34,15,16.0,ULEG - Metodologias Ativas,EPR0051,760
1,2023.1,PAULO CELSO DOS REIS GOMES,6N34,65,70.0,ENM 11/15,EPR0056,760
1,2023.1,JOAO MELLO DA SILVA,6N34,65,70.0,ENM 11/15,EPR0056,760
1,2023.1,PAULO CELSO DOS REIS GOMES,3T23,38,150.0,Sala A1-28/11 SG11,EPR0059,760
2,2023.1,PAULO CELSO DOS REIS GOMES,6M12,134,150.0,Auditório FTD,EPR0059,760
1,2023.1,ARI MELO MARIANO,4N34,50,50.0,ENM 11/15,EPR0061,760
1,2023.1,JOAO CARLOS FELIX SOUZA,24N12,50,50.0,ENM 16/15,EPR0064,760
1,2023.1,ANNIBAL AFFONSO NETO,6N1234,30,40.0,ENM 43/15,EPR0065,760
1,2023.1,REINALDO CRISPINIANO GARCIA,235N34,48,50.0,ENM 52/15,EPR0066,760
1,2023.1,RENATA CONCIANI NUNES,5T2345,48,70.0,EFL Sala 1 2º andar,EPR0068,760
2,2023.1,RENATA CONCIANI NUNES,2T2345,67,70.0,EFL Sala 5 2º andar,EPR0068,760
3,2023.1,SANDERSON CESAR MACEDO BARBALHO,46T45,64,70.0,EFL Sala 5 2º andar,EPR0068,760
3,2023.1,Aline Machado Lourenço,46T45,64,70.0,EFL Sala 5 2º andar,EPR0068,760
3,2023.1,Mariannys Rodriguez Gasca,46T45,64,70.0,EFL Sala 5 2º andar,EPR0068,760
1,2023.1,SANDERSON CESAR MACEDO BARBALHO,5N12,45,46.0,ENM 25/15,EPR0069,760
1,2023.1,PAULO CELSO DOS REIS GOMES,2N34,44,50.0,ENM 25/15,EPR0071,760
1,2023.1,JOAO MELLO DA SILVA,2N34,44,50.0,ENM 25/15,EPR0071,760
1,2023.1,EDGARD COSTA OLIVEIRA,35N12,36,50.0,ULEG - Sala 1,EPR0072,760
1,2023.1,EDGARD COSTA OLIVEIRA,3N34,36,40.0,ULEG - Sala 5,EPR0073,760
1,2023.1,MARCIA TEREZINHA LONGEN ZINDEL,5N34,6,30.0,ENM 25/15,EPR0074,760
2,2023.1,CARLOS MAURÍCIO DE BORGES MELLO,5N34,2,5.0,A definir,EPR0074,760
1,2023.1,MARCIA TEREZINHA LONGEN ZINDEL,5N12,50,50.0,ENM 11/15,EPR0076,760
2,2023.1,MARTHA MARIA VERAS OLIVEIRA CAVALCANTE RODRIGUES,5N12,34,36.0,ULEG - Sala 5,EPR0076,760
1,2023.1,MARTHA MARIA VERAS OLIVEIRA CAVALCANTE RODRIGUES,4N1234,40,40.0,ULEG - Sala 5,EPR0077,760
1,2023.1,FERNANDO CARDOSO MELO,24T23,29,40.0,FT BT-52/15,ENE0001,443
2,2023.1,FRANCISCO DAMASCENO FREITAS,35M12,38,40.0,FT BT-52/15,ENE0001,443
3,2023.1,RAFAEL AMARAL SHAYANI,35M34,26,40.0,FT BT-34/15,ENE0001,443
1,2023.1,ALCIDES LEANDRO DA SILVA,2T23,16,16.0,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
2,2023.1,ALCIDES LEANDRO DA SILVA,2T45,14,16.0,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
3,2023.1,ALCIDES LEANDRO DA SILVA,3T23,12,16.0,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
4,2023.1,ALCIDES LEANDRO DA SILVA,3T45,14,16.0,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
5,2023.1,FRANCIS ARODY MORENO VASQUEZ,6M12,15,16.0,ULEG FT - Lab. de Instalações Elétricas,ENE0002,443
1,2023.1,EDUARDO STOCKLER TOGNETTI,24M12,30,40.0,FT BT-34/15,ENE0004,443
1,2023.1,LELIO RIBEIRO SOARES JUNIOR,35T23,17,50.0,SG-11 A1-57/12 (Auditório),ENE0005,443
1,2023.1,EDUARDO STOCKLER TOGNETTI,2M34,14,16.0,SG-11 AT-31/12 (Lab. de Controle de Processos),ENE0006,443
2,2023.1,EDUARDO STOCKLER TOGNETTI,3T45,8,16.0,SG-11 AT-31/12 (Lab. de Controle de Processos),ENE0006,443
1,2023.1,FABIO LUCIO LOPES DE MENDONCA,6M12,13,30.0,FT A1-24/25 (LabRedes),ENE0011,443
1,2023.1,LUCIANO MAURO ARLEY SUP,35M34,37,39.0,FT A1-24/25 (LabRedes),ENE0013,443
1,2023.1,JAYME MILANEZI JUNIOR,35M12,11,40.0,SG-11 A1-28/11 (Sala de Aula),ENE0015,443
1,2023.1,GEORGES DANIEL AMVAME NZE,24M12,11,30.0,FT A1-24/25 (LabRedes),ENE0016,443
1,2023.1,FABIO LUCIO LOPES DE MENDONCA,46M34,18,30.0,FT BT-16/15 (qua) / FT A1-24/25 (LabRedes) (sex),ENE0017,443
1,2023.1,WILLIAM FERREIRA GIOZZA,46M34,18,30.0,FT BT-16/15 (qua) / FT A1-24/25 (LabRedes) (sex),ENE0017,443
1,2023.1,VINICIUS PEREIRA GONCALVES,5M34,12,30.0,LCCC - ULEG - Sala 2,ENE0021,443
1,2023.1,UGO SILVA DIAS,24M34,15,30.0,FT A1-24/25 (LabRedes),ENE0022,443
1,2023.1,JAYME MILANEZI JUNIOR,24M12,5,30.0,FT BT-52/15,ENE0024,443
1,2023.1,GEORGES DANIEL AMVAME NZE,24T23,13,30.0,FT A1-24/25 (LabRedes),ENE0025,443
1,2023.1,VINICIUS PEREIRA GONCALVES,2T23,40,50.0,LCCC - ULEG - Sala 4,ENE0026,443
1,2023.1,EDSON MINTSU HUNG,24M34,59,70.0,FT BT-13/15 (Auditório),ENE0039,443
2,2023.1,EDSON MINTSU HUNG,24T45,57,67.0,FT BT-13/15 (Auditório),ENE0039,443
3,2023.1,ALEXANDRE RICARDO SOARES ROMARIZ,35T45,64,67.0,FT BT-13/15 (Auditório),ENE0039,443
1,2023.1,LUIS FERNANDO RAMOS MOLINARO,2M34,19,20.0,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
2,2023.1,LUIS FERNANDO RAMOS MOLINARO,2T23,20,20.0,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
3,2023.1,EDGAR JHONNY AMAYA SIMEON,3T45,19,20.0,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
4,2023.1,EDGAR JHONNY AMAYA SIMEON,5T45,8,20.0,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
5,2023.1,LUIS FERNANDO RAMOS MOLINARO,6M12,21,21.0,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
6,2023.1,LUIS FERNANDO RAMOS MOLINARO,6M34,19,20.0,ULEG FT - Lab. de Técnicas Digitais,ENE0040,443
1,2023.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA,24T23,34,50.0,FT BT-13/15 (Auditório),ENE0045,443
2,2023.1,ALEXANDRE RICARDO SOARES ROMARIZ,35M12,40,60.0,FT BT-13/15 (Auditório),ENE0045,443
1,2023.1,MARCELO LOPES PEREIRA JUNIOR,2M34,13,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
2,2023.1,EDGAR JHONNY AMAYA SIMEON,4M34,15,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
3,2023.1,EDGAR JHONNY AMAYA SIMEON,5M34,16,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
4,2023.1,MARCELO LOPES PEREIRA JUNIOR,6T23,16,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0046,443
1,2023.1,IVAN MARQUES DE TOLEDO CAMARGO,24T45,19,40.0,FT BT-25/15,ENE0047,443
1,2023.1,ANESIO DE LELES FERREIRA FILHO,3T23,8,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0048,443
2,2023.1,ANESIO DE LELES FERREIRA FILHO,3T45,4,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0048,443
1,2023.1,ARTEMIS MARTI CESCHIN,24M34,16,40.0,FT BT-43/15,ENE0049,443
1,2023.1,ARTEMIS MARTI CESCHIN,4T45,6,16.0,SG-11 A1-29/15 (Lab. de Materiais Elétricos e Magn,ENE0050,443
2,2023.1,ARTEMIS MARTI CESCHIN,6M34,4,16.0,SG-11 A1-29/15 (Lab. de Materiais Elétricos e Magn,ENE0050,443
1,2023.1,JOAO PAULO LEITE,35T23,9,50.0,FT BT-52/15,ENE0053,443
1,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES,2T23,4,10.0,SG-11 A1-34/15 (Lab. de Eletromagnetismo),ENE0054,443
3,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES,6M34,8,10.0,SG-11 A1-34/15 (Lab. de Eletromagnetismo),ENE0054,443
1,2023.1,RICARDO ZELENOVSKY,24M12,47,60.0,FT BT-13/15 (Auditório),ENE0056,443
2,2023.1,DANIEL CHAVES CAFE,35T45,41,50.0,FT BT-25/15,ENE0056,443
1,2023.1,RICARDO ZELENOVSKY,2T45,8,24.0,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
2,2023.1,DANIEL CHAVES CAFE,3M12,15,24.0,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
3,2023.1,RICARDO ZELENOVSKY,3T23,18,24.0,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
4,2023.1,RICARDO ZELENOVSKY,4M34,22,24.0,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
5,2023.1,DANIEL CHAVES CAFE,5M12,20,24.0,ULEG FT - Lab. de Técnicas Digitais,ENE0058,443
1,2023.1,JOSE EDIL GUIMARAES DE MEDEIROS,35T6  35N1,16,30.0,FT BT-16/15,ENE0059,443
1,2023.1,JOSE EDIL GUIMARAES DE MEDEIROS,6T23,14,30.0,FT BT-16/15,ENE0060,443
1,2023.1,JOAO PAULO LEITE,6M12,34,40.0,FT BT-43/15,ENE0066,443
2,2023.1,MARCELO LOPES PEREIRA JUNIOR,2T23,40,40.0,FT BT-43/15,ENE0066,443
3,2023.1,MARCELO LOPES PEREIRA JUNIOR,6M34,40,40.0,FT BT-16/15,ENE0066,443
4,2023.1,HUMBERTO ABDALLA JUNIOR,6M34,40,40.0,FT BT-43/15,ENE0066,443
1,2023.1,JOAO LUIZ AZEVEDO DE CARVALHO,24T45,62,62.0,SG-11 A1-57/12 (Auditório),ENE0067,443
2,2023.1,LELIO RIBEIRO SOARES JUNIOR,35M34,60,60.0,FT BT-13/15 (Auditório),ENE0067,443
3,2023.1,FLAVIA MARIA GUERRA DE SOUSA ARANHA OLIVEIRA,35T23,48,50.0,FT BT-25/15,ENE0067,443
1,2023.1,RENATO ALVES BORGES,35M12,35,50.0,FT BT-25/15,ENE0068,443
2,2023.1,EDUARDO PEIXOTO FERNANDES DA SILVA,35M34,53,60.0,SG-11 A1-57/12 (Auditório),ENE0068,443
3,2023.1,FRANCISCO ASSIS DE OLIVEIRA NASCIMENTO,35T45,50,60.0,SG-11 A1-57/12 (Auditório),ENE0068,443
1,2023.1,AMAURI GUTIERREZ MARTINS BRITTO,35M34,24,40.0,LCCC - ULEG - Sala 3,ENE0071,443
1,2023.1,AMAURI GUTIERREZ MARTINS BRITTO,3M12,19,24.0,ULEG FT - Lab. de Instalações Elétricas,ENE0072,443
2,2023.1,AMAURI GUTIERREZ MARTINS BRITTO,5M12,10,24.0,ULEG FT - Lab. de Instalações Elétricas,ENE0072,443
1,2023.1,PABLO EDUARDO CUERVO FRANCO,2M12,3,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
2,2023.1,FRANCIS ARODY MORENO VASQUEZ,3M12,8,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
3,2023.1,FRANCIS ARODY MORENO VASQUEZ,3M34,5,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
4,2023.1,PABLO EDUARDO CUERVO FRANCO,4M12,5,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
5,2023.1,ANESIO DE LELES FERREIRA FILHO,5M12,2,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0073,443
1,2023.1,GERSON HENRIQUE PFITSCHER,2M34,8,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
2,2023.1,GERSON HENRIQUE PFITSCHER,4T45,8,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
3,2023.1,GERSON HENRIQUE PFITSCHER,5T45,6,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
4,2023.1,GERSON HENRIQUE PFITSCHER,6M12,8,8.0,SG-11 AT-47/14 (Lab. de Conversão de Energia),ENE0074,443
1,2023.1,RENATO ALVES BORGES,35M34,30,31.0,FT BT-43/15,ENE0077,443
2,2023.1,HENRIQUE CEZAR FERREIRA,35T23,24,30.0,FT BT-34/15,ENE0077,443
3,2023.1,JOAO YOSHIYUKI ISHIHARA,46M12,21,30.0,FT BT-25/15,ENE0077,443
1,2023.1,EDGAR JHONNY AMAYA SIMEON,2M12,16,18.0,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
2,2023.1,EDGAR JHONNY AMAYA SIMEON,2M34,14,18.0,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
3,2023.1,ALEX DA ROSA,3T23,7,18.0,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
4,2023.1,ALEX DA ROSA,3T45,6,18.0,SG-11 A1-24/11 (Lab. de Controle),ENE0078,443
1,2023.1,JOAO YOSHIYUKI ISHIHARA,24T45,21,50.0,FT BT-34/15,ENE0079,443
1,2023.1,PAULO HENRIQUE PORTELA DE CARVALHO,35T23,2,30.0,FT BT-16/15,ENE0081,443
1,2023.1,RICARDO STACIARINI PUTTINI,24T6  24N1,30,30.0,FT A1-24/25 (LabRedes),ENE0088,443
1,2023.1,FABIO LUCIO LOPES DE MENDONCA,35M12,27,30.0,FT A1-24/25 (LabRedes),ENE0089,443
1,2023.1,RAFAEL TIMOTEO DE SOUSA JUNIOR,35T45,9,30.0,FT A1-24/25 (LabRedes),ENE0090,443
1,2023.1,DANIEL GUERREIRO E SILVA,35M34,15,20.0,ULEG FT - Lab. de Técnicas Digitais,ENE0091,443
1,2023.1,ADOLFO BAUCHSPIESS,35T45,19,30.0,SG-11 A1-28/11 (Sala de Aula),ENE0154,443
1,2023.1,EDUARDO PEIXOTO FERNANDES DA SILVA,5M12,41,42.0,FT BT-16/15,ENE0155,443
1,2023.1,HENRIQUE CEZAR FERREIRA,35M12,25,50.0,FT BT-34/15,ENE0167,443
1,2023.1,ADONIRAN JUDSON DE BARROS BRAGA,35T45,48,50.0,FT BT-52/15,ENE0177,443
2,2023.1,JOAO PAULO LEITE,24T45,31,50.0,FT BT-52/15,ENE0177,443
1,2023.1,IVAN MARQUES DE TOLEDO CAMARGO,24T23,28,40.0,FT BT-25/15,ENE0186,443
1,2023.1,ADONIRAN JUDSON DE BARROS BRAGA,24M34,4,30.0,FT BT-25/15,ENE0195,443
1,2023.1,DANIEL ORQUIZA DE CARVALHO,35M34,4,30.0,FT BT-16/15,ENE0199,443
1,2023.1,MARCO ANTONIO BRASIL TERADA,35T45,14,40.0,FT BT-34/15,ENE0202,443
1,2023.1,PABLO EDUARDO CUERVO FRANCO,35M12,14,40.0,SG-11 A1-57/12 (Auditório),ENE0228,443
1,2023.1,ANESIO DE LELES FERREIRA FILHO,24M12,18,20.0,SG-11 A1-28/11 (Sala de Aula),ENE0267,443
1,2023.1,FRANCIS ARODY MORENO VASQUEZ,24M12,18,20.0,SG-11 A1-28/11 (Sala de Aula),ENE0267,443
1,2023.1,ADOLFO BAUCHSPIESS,46M34,13,40.0,FT BT-34/15,ENE0270,443
1,2023.1,JAYME MILANEZI JUNIOR,24T45,11,40.0,FT BT-16/15,ENE0274,443
1,2023.1,RICARDO STACIARINI PUTTINI,24T45,7,30.0,FT A1-24/25 (LabRedes),ENE0276,443
1,2023.1,DANIEL ORQUIZA DE CARVALHO,2T23,15,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
2,2023.1,DANIEL ORQUIZA DE CARVALHO,2T45,10,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
3,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES,5M12,19,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
4,2023.1,LEONARDO RODRIGUES ARAUJO XAVIER DE MENEZES,5T45,13,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
5,2023.1,JOSE ALFREDO RUIZ VARGAS,5T6  5N1,12,20.0,ULEG FT - Lab. de Circuitos Elétricos,ENE0282,443
1,2023.1,KLEBER MELO E SILVA,35M34,40,40.0,FT BT-25/15,ENE0289,443
